fpl_id,opta_id,first_name,second_name,web_name,known_name,team_fpl_id,team_opta_id,team_name,team_short_name,element_type,position,status,news,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,now_cost,selected_by_percent
560,437505,Wilson,Isidor,Isidor,,17,56,Sunderland,SUN,4,FWD,a,,60,1056,4,1,4,15,0,0,0,1,0,0,7,193,168.8,24.2,384.0,57.6,50,1.3
561,564406,Eliezer,Mayenda Dossou,Mayenda,,17,56,Sunderland,SUN,4,FWD,a,,39,750,2,0,3,9,0,0,0,0,0,0,5,121,117.6,53.8,188.0,35.5,52,0.5
562,611975,Ahmed,Abdullahi,Abdullahi,,17,56,Sunderland,SUN,4,FWD,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,0.4
563,551153,Luís Hemir,Silva Semedo,Luís Hemir,,17,56,Sunderland,SUN,4,FWD,u,has joined Moreirense on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.1
564,440955,Nazarii,Rusyn,Rusyn,,17,56,Sunderland,SUN,4,FWD,u,has joined Arka on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.1
668,84450,Granit,Xhaka,Xhaka,,17,56,Sunderland,SUN,3,MID,a,,99,2271,1,5,7,27,0,0,0,5,0,0,5,477,566.0,473.4,86.0,112.5,51,3.3
670,498016,Robin,Roefs,Roefs,,17,56,Sunderland,SUN,1,GK,a,,110,2520,0,0,8,34,0,1,0,3,0,85,9,474,704.0,40.0,0.0,74.3,48,7.7
678,105717,Arthur,Masuaku,Masuaku,,17,56,Sunderland,SUN,2,DEF,u,has joined RC Lens on loan for the rest of the season.,1,125,0,0,0,2,0,0,0,1,0,0,0,4,21.8,20.1,7.0,4.9,39,0.5
683,201895,Omar,Alderete,Alderete,,17,56,Sunderland,SUN,2,DEF,a,,103,2353,1,1,8,31,0,0,0,6,0,0,5,352,665.6,130.6,231.0,103.1,41,6.2
694,200834,Nordi,Mukiele,Mukiele,,17,56,Sunderland,SUN,2,DEF,a,,115,2163,1,5,7,28,1,0,0,4,0,0,8,397,559.0,278.7,141.0,97.9,45,6.8
724,247955,Lutsharel,Geertruida,Geertruida,,17,56,Sunderland,SUN,2,DEF,a,,46,1411,0,0,2,21,0,0,0,1,0,0,0,190,238.0,116.1,67.0,42.1,45,0.1
730,441264,Brian,Brobbey,Brobbey,,17,56,Sunderland,SUN,4,FWD,a,,72,1360,6,1,4,19,0,0,0,4,0,0,11,255,276.4,131.9,365.0,75.9,53,0.7
735,110504,Bertrand,Traoré,Traoré,Bertrand Traoré,17,56,Sunderland,SUN,3,MID,i,Knee injury - Expected back 02 May,30,634,1,1,3,9,0,0,0,1,0,0,1,118,115.6,108.4,135.0,35.9,55,0.0
774,232356,Jenson,Jones,Jenson Jones,Jenson Jones,17,56,Sunderland,SUN,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
775,604211,Tymur,Tutierov,Tutierov,,17,56,Sunderland,SUN,3,MID,u,has joined Exeter City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
800,699989,Djiamgone Jocelin Ta,Bi,Jocelin.T,,17,56,Sunderland,SUN,3,MID,i,Ankle injury - Expected back 01 Jun,1,38,0,0,0,0,0,0,0,0,0,0,0,4,3.4,4.3,2.0,1.0,49,0.0
812,515046,Melker,Ellborg,Ellborg,,17,56,Sunderland,SUN,1,GK,a,,16,270,0,0,1,2,0,0,0,0,0,10,3,62,73.6,0.0,0.0,7.4,40,0.1
813,536661,Nilson,Angulo,Angulo,,17,56,Sunderland,SUN,3,MID,d,Unknown - 50% chance of playing,9,254,0,0,1,4,0,0,0,0,0,0,0,27,36.2,28.3,62.0,12.6,50,0.0
821,570929,Jack,Whittaker,Whittaker,,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
822,571087,Jaydon,Jones,Jones,Jaydon Jones,17,56,Sunderland,SUN,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
565,184254,Guglielmo,Vicario,Vicario,,18,6,Spurs,TOT,1,GK,d,Hernia - 50% chance of playing,90,2790,0,0,7,50,0,0,0,1,0,83,6,412,709.2,10.1,0.0,72.2,47,5.2
566,214572,Brandon,Austin,Austin,,18,6,Spurs,TOT,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.3
567,485055,Antonín,Kinský,Kinsky,,18,6,Spurs,TOT,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,1.6
568,441164,Pedro,Porro Sauceda,Pedro Porro,,18,6,Spurs,TOT,2,DEF,a,,83,2163,0,3,7,33,0,0,0,6,0,0,4,358,478.8,610.2,102.0,119.3,51,9.4
569,221632,Cristian,Romero,Romero,,18,6,Spurs,TOT,2,DEF,a,,90,1800,4,1,5,32,0,0,0,8,2,0,10,294,562.6,123.2,214.0,90.0,50,3.1
570,135720,Kevin,Danso,Danso,,18,6,Spurs,TOT,2,DEF,a,,38,929,0,0,2,19,0,0,0,4,0,0,1,131,264.4,12.0,40.0,31.7,42,0.1
571,115556,Ben,Davies,Davies,,18,6,Spurs,TOT,2,DEF,i,Ankle injury - Unknown return date,10,136,1,0,0,3,0,0,0,1,0,0,1,29,67.4,22.2,52.0,14.2,43,0.1
572,493125,Radu,Drăgușin,Dragusin,,18,6,Spurs,TOT,2,DEF,a,,15,513,0,0,0,13,0,0,0,0,0,0,0,26,122.2,3.2,27.0,15.3,45,0.0
573,232859,Djed,Spence,Spence,,18,6,Spurs,TOT,2,DEF,a,,60,1806,0,0,7,29,0,0,0,4,0,0,1,220,262.0,202.2,172.0,63.5,41,0.9
574,487053,Destiny,Udogie,Udogie,,18,6,Spurs,TOT,2,DEF,a,,14,839,0,1,0,19,0,0,0,3,0,0,0,56,149.0,138.8,86.0,37.5,43,0.3
575,491279,Micky,van de Ven,Van de Ven,,18,6,Spurs,TOT,2,DEF,a,,98,2411,4,1,7,43,0,0,0,7,1,0,10,337,585.4,81.0,206.0,87.1,44,18.5
576,548308,Ashley,Phillips,Phillips,,18,6,Spurs,TOT,2,DEF,u,Has joined Stoke City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
577,553299,Takai,Kōta,Takai,,18,6,Spurs,TOT,2,DEF,u,has joined Borussia Mönchengladbach on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
578,610799,Luka,Vušković,Vuskovic,,18,6,Spurs,TOT,2,DEF,u,has joined Hamburger SV on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.3
579,85971,Son,Heung-min,Son,,18,6,Spurs,TOT,3,MID,u,has joined Los Angeles FC permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85,0.1
581,172780,James,Maddison,Maddison,,18,6,Spurs,TOT,3,MID,i,Anterior cruciate ligament - Expected back 24 May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,0.1
582,460842,Mohammed,Kudus,Kudus,,18,6,Spurs,TOT,3,MID,i,Thigh injury - Unknown return date,75,1535,2,6,7,20,0,0,0,3,0,0,7,257,333.4,413.8,302.0,104.7,64,9.3
583,445044,Dejan,Kulusevski,Kulusevski,,18,6,Spurs,TOT,3,MID,i,Knee injury - Unknown return date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,0.0
584,511499,Mathys,Tel,Tel,,18,6,Spurs,TOT,3,MID,d,Knock - 75% chance of playing,56,891,3,1,1,19,0,0,0,0,0,0,5,197,205.8,289.6,248.0,74.6,62,0.1
585,202993,Rodrigo,Bentancur,Bentancur,,18,6,Spurs,TOT,3,MID,d,Hamstring injury - 50% chance of playing,64,1407,1,1,5,21,0,0,0,5,0,0,3,269,268.6,159.7,85.0,51.6,52,0.2
586,570526,Lucas,Bergvall,Bergvall,,18,6,Spurs,TOT,3,MID,a,,40,844,1,2,3,15,0,0,0,2,0,0,0,140,143.2,90.8,137.0,37.2,52,0.2
587,227127,Yves,Bissouma,Bissouma,,18,6,Spurs,TOT,3,MID,d,Muscle injury - 25% chance of playing,13,460,0,0,0,15,0,0,0,3,0,0,0,88,83.8,18.9,23.0,12.6,52,0.0
588,550839,Wilson,Odobert,Odobert,,18,6,Spurs,TOT,3,MID,i,Knee injury - Unknown return date,46,972,0,2,2,13,0,0,0,0,0,0,6,176,158.8,284.3,234.0,67.6,53,0.0
589,235674,Manor,Solomon,Solomon,,18,6,Spurs,TOT,3,MID,u,has joined Fiorentina on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0.0
590,436234,Bryan,Gil Salvatierra,Bryan,,18,6,Spurs,TOT,3,MID,u,has joined Girona permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0.0
591,547701,Archie,Gray,Gray,,18,6,Spurs,TOT,3,MID,a,,57,1370,2,2,5,26,0,0,0,5,0,0,6,222,246.8,137.1,141.0,52.5,48,0.2
592,499721,Mikey,Moore,Moore,,18,6,Spurs,TOT,3,MID,u,Has joined Rangers on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
593,482442,Pape Matar,Sarr,P.M.Sarr,Pape Matar Sarr,18,6,Spurs,TOT,3,MID,d,Shoulder injury - 75% chance of playing,65,1320,2,3,3,22,0,0,0,2,0,0,2,289,311.4,150.7,152.0,61.6,45,1.1
594,623095,Yang,Min-hyeok,Min-hyeok,,18,6,Spurs,TOT,3,MID,u,has joined Coventry City on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
595,499726,Callum,Olusesi,Olusesi,,18,6,Spurs,TOT,3,MID,a,,1,14,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1.8,0.0,0.2,43,0.2
596,154566,Dominic,Solanke-Mitchell,Solanke,,18,6,Spurs,TOT,4,FWD,a,,35,778,3,0,0,18,0,0,0,1,0,0,4,161,178.0,67.0,242.0,48.6,72,1.1
597,212319,Richarlison,de Andrade,Richarlison,Richarlison,18,6,Spurs,TOT,4,FWD,a,,93,1502,9,3,5,23,0,0,0,5,0,0,13,415,474.6,187.7,618.0,127.4,63,5.6
598,552427,Will,Lankshear,Lankshear,,18,6,Spurs,TOT,4,FWD,u,has joined Oxford United on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
599,490145,Dane,Scarlett,Scarlett,,18,6,Spurs,TOT,4,FWD,u,has joined Hibernian on loan for the rest of the season.,2,7,0,0,0,0,0,0,0,0,0,0,0,5,1.0,4.1,2.0,0.7,43,0.5
673,154296,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,João Palhinha,18,6,Spurs,TOT,3,MID,a,,94,1774,3,3,4,32,0,0,0,6,0,0,11,398,495.0,115.6,170.0,78.3,55,0.7
717,493362,Xavi,Simons,Xavi,,18,6,Spurs,TOT,3,MID,a,,65,1590,1,4,3,34,0,0,0,4,1,0,5,298,293.4,480.5,217.0,99.1,65,1.2
726,247693,Randal,Kolo Muani,Kolo Muani,,18,6,Spurs,TOT,4,FWD,a,,42,1223,1,1,3,26,0,0,0,2,0,0,1,122,144.6,209.6,209.0,55.3,69,0.4
745,640419,Jun'ai,Byfield,Byfield,,18,6,Spurs,TOT,2,DEF,a,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.5,0.0,0.1,40,0.0
750,499716,James,Rowswell,Rowswell,,18,6,Spurs,TOT,2,DEF,a,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,40,0.0
751,590035,Yusuf,Akhamrich,Akhamrich,,18,6,Spurs,TOT,3,MID,u,has joined Bristol Rovers on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
790,611917,Lucá,Williams-Barnett,Williams-Barnett,,18,6,Spurs,TOT,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
796,232787,Conor,Gallagher,Gallagher,,18,6,Spurs,TOT,3,MID,a,,20,583,0,1,0,17,0,0,0,0,0,0,0,98,85.8,107.2,86.0,27.9,50,0.1
804,616221,João Victor,de Souza Menezes,Souza,Souza,18,6,Spurs,TOT,2,DEF,a,,3,142,0,0,0,3,0,0,0,1,0,0,0,0,12.8,31.9,17.0,6.2,40,0.0
811,536134,Rio,Kyerematen,Kyerematen,,18,6,Spurs,TOT,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
818,613232,James,Wilson,Wilson,,18,6,Spurs,TOT,4,FWD,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
326,159533,Adama,Traoré Diarra,Adama,,19,21,West Ham,WHU,3,MID,a,,24,360,0,0,0,11,0,0,0,1,0,0,0,71,29.2,68.5,68.0,16.0,51,0.2
600,84182,Alphonse,Areola,Areola,,19,21,West Ham,WHU,1,GK,a,,51,1800,0,1,0,37,0,0,0,0,0,77,2,220,570.4,10.0,0.0,57.9,43,2.0
601,82143,Wes,Foderingham,Foderingham,,19,21,West Ham,WHU,1,GK,u,has joined Aris Limassol permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.2
602,483364,Krisztián,Hegyi,Hegyi,,19,21,West Ham,WHU,1,GK,u,has joined MTK Budapest on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.2
603,613804,El Hadji Malick,Diouf,Diouf,El Hadji Malick Diouf,19,21,West Ham,WHU,2,DEF,a,,88,2183,0,6,7,40,0,0,0,4,0,0,3,288,462.4,296.8,88.0,84.9,41,2.5
604,109533,Emerson,Palmieri dos Santos,Emerson,,19,21,West Ham,WHU,2,DEF,u,has joined Marseille permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.1
605,214048,Maximilian,Kilman,Kilman,,19,21,West Ham,WHU,2,DEF,a,,36,1559,0,0,1,37,0,0,0,4,0,0,0,80,392.4,55.8,60.0,50.9,41,0.1
606,233963,Konstantinos,Mavropanos,Mavropanos,,19,21,West Ham,WHU,2,DEF,a,,98,1992,3,0,4,36,1,0,0,2,0,0,5,295,638.2,51.8,240.0,93.0,44,0.3
607,210494,Nayef,Aguerd,N.Aguerd,,19,21,West Ham,WHU,2,DEF,u,has joined Marseille permanently.,3,180,0,0,0,8,0,0,0,0,0,0,0,-1,39.0,3.9,8.0,5.1,44,0.0
608,536109,Ollie,Scarles,Scarles,,19,21,West Ham,WHU,2,DEF,a,,21,654,0,1,0,16,0,0,0,1,0,0,0,86,138.2,71.7,22.0,23.2,43,0.0
609,462116,Jean-Clair,Todibo,Todibo,,19,21,West Ham,WHU,2,DEF,a,,44,1701,0,1,1,34,0,0,0,4,1,0,1,161,370.6,65.5,24.0,46.1,43,0.1
610,214590,Aaron,Wan-Bissaka,Wan-Bissaka,,19,21,West Ham,WHU,2,DEF,a,,63,1903,0,3,3,39,0,0,0,4,0,0,0,190,406.6,289.7,30.0,73.0,41,4.6
611,518438,Kaelan,Casey,Casey,,19,21,West Ham,WHU,2,DEF,u,has joined Leyton Orient on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.1
612,224024,Lucas,Tolentino Coelho de Lima,L.Paquetá,,19,21,West Ham,WHU,3,MID,u,has joined Flamengo permanently.,69,1513,4,2,3,33,0,0,0,5,1,0,8,291,374.6,397.2,186.0,95.7,59,1.1
613,215439,Tomáš,Souček,Souček,,19,21,West Ham,WHU,3,MID,a,,82,1678,4,2,5,36,0,0,0,2,1,0,6,326,417.0,149.4,352.0,92.0,57,0.3
615,450070,Crysencio,Summerville,Summerville,,19,21,West Ham,WHU,3,MID,a,,95,1933,5,3,6,34,0,0,0,4,0,0,10,334,371.0,343.2,487.0,119.8,55,1.4
616,213999,Edson,Álvarez Velázquez,Álvarez,,19,21,West Ham,WHU,3,MID,u,Has joined Fenerbahçe on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0.0
617,149519,Maxwel,Cornet,Cornet,,19,21,West Ham,WHU,3,MID,u,has joined Genoa on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0.0
618,197024,Guido,Rodríguez,G.Rodriguez,,19,21,West Ham,WHU,3,MID,u,has joined Valencia on loan for the rest of the season.,8,175,0,0,1,2,0,0,0,1,0,0,0,30,9.8,6.0,2.0,1.7,48,0.0
619,577114,Luis Guilherme,Lira dos Santos,L.Guilherme,,19,21,West Ham,WHU,3,MID,u,has joined Sporting CP permanently.,5,121,0,0,0,2,0,0,0,0,0,0,0,11,9.2,14.5,4.0,2.5,49,0.0
620,490885,George,Earthy,Earthy,,19,21,West Ham,WHU,3,MID,u,has joined Bristol City on loan for the rest of the season.,1,8,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.5,2.0,0.4,45,0.0
621,229384,Andy,Irving,Irving,,19,21,West Ham,WHU,3,MID,u,has joined Sparta Prague permanently.,9,156,0,0,0,4,0,0,0,0,0,0,0,49,31.6,52.3,2.0,8.6,43,0.2
622,518442,Lewis,Orford,Orford,,19,21,West Ham,WHU,3,MID,u,has joined Stevenage on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.1
623,490142,Freddie,Potts,Potts,,19,21,West Ham,WHU,3,MID,a,,36,1151,0,1,1,24,0,0,0,1,0,0,0,212,185.8,140.8,37.0,36.5,44,0.5
624,178186,Jarrod,Bowen,Bowen,,19,21,West Ham,WHU,4,FWD,a,,157,2869,8,10,6,55,0,0,0,4,0,0,23,607,737.0,548.0,724.0,200.9,76,10.0
625,91889,Niclas,Füllkrug,Füllkrug,,19,21,West Ham,WHU,4,FWD,u,has joined AC Milan on loan for the rest of the season.,12,407,0,0,1,11,0,0,0,0,0,0,0,28,26.0,85.1,130.0,23.8,56,0.6
626,565431,Callum,Marshall,Marshall,,19,21,West Ham,WHU,4,FWD,u,has joined VfL Bochum 1848 on loan for the rest of the season.,2,58,0,0,0,2,0,0,0,0,0,0,0,0,1.2,0.1,7.0,0.8,43,0.5
659,158534,Kyle,Walker-Peters,Walker-Peters,,19,21,West Ham,WHU,2,DEF,a,,38,1044,1,0,2,22,0,0,0,2,0,0,0,158,229.4,115.1,102.0,44.7,42,0.2
671,75115,Callum,Wilson,Wilson,,19,21,West Ham,WHU,4,FWD,a,,66,1045,5,2,1,19,0,0,0,0,0,0,7,228,228.0,95.8,404.0,71.6,58,0.5
679,467189,Mads,Hermansen,Hermansen,,19,21,West Ham,WHU,1,GK,a,,52,1080,0,0,5,20,0,0,0,0,0,41,8,191,299.6,0.0,0.0,30.0,42,0.5
708,551226,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,Mateus Fernandes,19,21,West Ham,WHU,3,MID,a,,109,2477,3,3,6,42,0,0,0,7,0,0,6,543,538.2,529.7,112.0,118.1,55,0.4
718,564940,Soungoutou,Magassa,S.Magassa,,19,21,West Ham,WHU,3,MID,a,,41,969,1,0,2,23,0,0,0,4,0,0,2,182,181.4,83.1,44.0,30.9,50,0.0
738,37096,Lukasz,Fabianski,Fabianski,,19,21,West Ham,WHU,1,GK,d,Back injury - 25% chance of playing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
747,602903,Ezra,Mayers,Mayers,,19,21,West Ham,WHU,2,DEF,a,,6,113,0,0,0,3,0,0,0,0,0,0,0,18,21.8,34.9,9.0,6.6,40,0.0
752,643473,Airidas,Golambeckis,Golambeckis,,19,21,West Ham,WHU,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
758,630699,Mohamadou,Kanté,Mohamadou Kanté,,19,21,West Ham,WHU,3,MID,a,,7,32,0,0,0,0,0,0,0,1,0,0,0,22,10.4,12.6,8.0,2.7,45,0.0
785,530335,Pablo Felipe,Pereira de Jesus,Pablo,Pablo,19,21,West Ham,WHU,4,FWD,a,,17,480,0,1,1,7,0,0,0,0,0,0,0,62,67.8,97.0,53.0,21.8,54,0.0
791,247670,Valentín,Castellanos,Taty,,19,21,West Ham,WHU,4,FWD,a,,42,942,4,1,5,13,0,0,0,3,0,0,3,162,190.4,148.3,314.0,64.0,55,0.1
802,572702,Keiber,Lamadrid,Lamadrid,,19,21,West Ham,WHU,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
815,220362,Axel,Disasi,Disasi,,19,21,West Ham,WHU,2,DEF,a,,27,720,0,0,4,9,1,0,0,0,0,0,0,112,118.0,14.5,80.0,21.3,45,0.1
825,553742,Finlay,Herrick,Herrick,,19,21,West Ham,WHU,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
627,101982,Sam,Johnstone,Johnstone,,20,39,Wolves,WOL,1,GK,i,Shoulder injury - Expected back 24 May,21,1080,0,0,0,24,1,0,0,0,0,39,0,117,308.0,0.1,0.0,30.8,44,0.1
628,149065,José,Malheiro de Sá,José Sá,José Sá,20,39,Wolves,WOL,1,GK,a,,57,1800,0,0,4,34,0,0,0,2,0,53,6,255,432.8,10.0,0.0,44.6,42,1.2
629,79602,Daniel,Bentley,Bentley,,20,39,Wolves,WOL,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.5
631,516939,Emmanuel,Agbadou,Agbadou,,20,39,Wolves,WOL,2,DEF,u,has joined Besiktas permanently.,23,1100,0,0,0,29,0,0,0,1,1,0,0,86,312.2,76.0,75.0,46.4,42,0.1
632,87835,Matt,Doherty,Doherty,,20,39,Wolves,WOL,2,DEF,d,Muscle injury - 50% chance of playing,12,702,0,0,1,14,0,0,0,4,0,0,0,47,116.2,50.8,18.0,18.6,44,0.1
633,490721,Hugo,Bueno López,H.Bueno,Hugo Bueno,20,39,Wolves,WOL,2,DEF,a,,73,2036,1,2,4,37,0,0,0,1,0,0,4,291,485.6,569.3,152.0,121.0,43,0.2
634,501837,Yerson,Mosquera Valdelamar,Mosquera,,20,39,Wolves,WOL,2,DEF,s,Suspended until 02 May,51,1777,0,0,4,34,2,0,0,11,0,0,3,196,355.0,136.5,219.0,71.1,43,0.1
635,483081,Rodrigo,Martins Gomes,R.Gomes,Rodrigo Gomes,20,39,Wolves,WOL,2,DEF,a,,35,628,3,0,0,14,0,0,0,0,0,0,0,78,171.6,65.5,184.0,42.3,44,0.1
636,231480,Santiago,Ignacio Bueno,S.Bueno,Santiago Bueno,20,39,Wolves,WOL,2,DEF,a,,72,2012,2,2,4,37,0,0,0,4,0,0,2,261,467.2,98.9,170.0,73.5,44,0.1
637,510362,Toti,Gomes,Toti,Toti Gomes,20,39,Wolves,WOL,2,DEF,a,,28,1039,0,0,1,25,0,0,0,1,1,0,0,102,240.4,78.2,34.0,35.3,42,0.1
638,441271,Ki-Jana,Hoever,Hoever,,20,39,Wolves,WOL,2,DEF,u,has joined Sheffield United on loan for the rest of the season.,10,423,0,0,0,13,0,0,0,0,0,0,0,38,101.4,87.8,13.0,20.3,38,0.9
639,560248,Bastien,Meupiyou Menadjou,Meupiyou,,20,39,Wolves,WOL,2,DEF,u,On loan to FC Alverca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0.0
640,641221,Pedro,Cardoso de Lima,Pedro Lima,Pedro Lima,20,39,Wolves,WOL,2,DEF,a,,3,3,0,0,0,1,0,0,0,0,0,0,0,5,0.2,0.5,2.0,0.2,40,0.4
641,517179,Alfie,Pond,Pond,,20,39,Wolves,WOL,2,DEF,u,has joined Crewe Alexandra on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0.9
642,184754,Hwang,Hee-chan,Hee Chan,Hwang Hee-Chan,20,39,Wolves,WOL,3,MID,a,,45,1163,2,1,2,23,0,0,0,3,0,0,0,128,132.2,154.3,149.0,42.8,56,0.1
643,509291,André,Trindade da Costa Neto,André,André,20,39,Wolves,WOL,3,MID,a,,81,2220,1,0,2,43,0,0,0,9,0,0,4,393,355.2,258.4,38.0,65.1,52,0.1
644,231057,Jean-Ricner,Bellegarde,Bellegarde,,20,39,Wolves,WOL,3,MID,a,,40,1139,1,1,3,27,0,0,0,5,0,0,0,186,180.6,180.2,143.0,50.0,51,0.0
645,643135,Fer,López González,Fer López,,20,39,Wolves,WOL,3,MID,u,has joined Celta Vigo on loan for the rest of the season.,12,228,0,1,0,9,0,0,0,1,0,0,0,38,29.0,61.0,37.0,12.4,51,0.0
646,448089,João Victor,Gomes da Silva,J.Gomes,João Gomes,20,39,Wolves,WOL,3,MID,a,,94,2381,1,2,4,47,0,0,0,9,0,0,6,464,416.8,305.0,157.0,88.4,53,0.4
647,181284,Gonçalo Manuel,Ganchinho Guedes,Guedes,,20,39,Wolves,WOL,3,MID,u,Has joined Real Sociedad permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0.0
648,433312,Marshall,Munetsi,Munetsi,,20,39,Wolves,WOL,3,MID,u,has joined Paris FC on loan for the rest of the season.,38,872,1,2,0,19,0,0,0,2,0,0,1,131,163.6,61.8,196.0,42.1,53,0.0
649,476502,Boubacar,Traoré,B.Traore,,20,39,Wolves,WOL,3,MID,u,Has joined FC Metz on loan for the rest of the season.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0.0
650,497606,Tawanda,Chirewa,Chirewa,,20,39,Wolves,WOL,3,MID,u,has joined Barnsley on loan for the rest of the season.,2,25,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,43,0.2
651,596054,Tom,Edozie,Edozie,,20,39,Wolves,WOL,3,MID,a,,7,11,1,0,0,0,0,0,0,0,0,0,0,24,34.4,0.4,23.0,5.8,43,0.4
652,593001,Enso,González Medina,Gonzalez,,20,39,Wolves,WOL,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,1.3
653,240299,Joe,Hodge,Hodge,,20,39,Wolves,WOL,3,MID,u,Signed by CD Tondela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0
655,449988,Fábio,Soares Silva,Fábio Silva,,20,39,Wolves,WOL,4,FWD,u,has joined Borussia Dortmund permanently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0.2
